,RowNumber,CustomerId,CreditScore,Gender,Balance,NumOfProducts,HasCrCard,IsActiveMember,Age,Geography,EstimatedSalary,Surname,Exited,Tenure
7441,7442,15700549,721,Male,0.0,2,1,1,,Texas,4493.12,Alvares,0,5
7442,7443,15715519,614,Male,0.0,2,1,0,,California,130610.78,McDavid,0,5
7443,7444,15707042,634,Female,87413.19,1,1,0,24,Texas,63340.65,Dellucci,0,2
7444,7445,15605276,742,Female,0.0,2,1,1,29,Texas,180066.59,Brothers,0,4
7445,7446,15630592,516,Female,0.0,1,1,0,45,Texas,95273.73,Sanders,1,4
7446,7447,15636626,718,Male,97560.16,1,1,1,35,Texas,53511.74,Morrison,0,3
7447,7448,15740411,636,Male,141787.31,2,1,1,30,Alabama,109685.61,Molle,0,8
7448,7449,15593834,691,Male,129934.64,1,0,0,36,California,75664.56,Genovese,0,7
7449,7450,15804235,698,Female,166178.02,2,1,1,,Texas,71972.95,Zetticci,0,2
7450,7451,15679801,712,Female,163097.55,2,1,1,39,California,23702.42,Hsueh,0,5
7451,7452,15673907,659,Male,0.0,2,0,0,20,Texas,112572.02,Alexander,0,8
7452,7453,15636562,573,Male,0.0,2,0,0,44,California,62424.46,Muravyova,0,8
7453,7454,15702571,778,Female,151958.19,3,1,1,35,Alabama,131238.37,Wright,1,1
7454,7455,15627365,732,Male,0.0,2,1,1,46,Texas,184350.78,Calabresi,0,0
7455,7456,15748499,550,Male,118400.91,1,0,1,33,Alabama,13999.64,Johnson,1,4
7456,7457,15598614,790,Male,0.0,2,1,0,20,California,168152.76,Lucchesi,0,8
7457,7458,15668889,665,Female,116322.27,4,1,0,43,Alabama,35640.12,Galgano,1,2
7458,7459,15800049,728,Female,0.0,1,1,1,43,California,120088.17,Grigoryeva,0,5
7459,7460,15583724,645,Female,0.0,2,1,1,29,California,74346.11,Raymond,0,4
7460,7461,15622083,647,Male,143138.91,2,1,0,30,Alabama,,Paterson,0,6
7461,7462,15645571,596,Male,0.0,2,0,1,32,California,146504.35,Genovese,0,4
7462,7463,15598266,610,Male,0.0,1,1,1,40,Texas,149602.54,Martin,0,9
7463,7464,15667934,512,Male,129804.17,1,1,0,36,Texas,53020.9,Moretti,0,0
7464,7465,15569682,768,Male,108308.11,1,1,0,37,Alabama,41788.25,Leckie,1,9
7465,7466,15772941,666,Male,110153.27,1,0,1,30,Alabama,74849.46,Lane,0,3
7466,7467,15586174,700,Female,116377.48,1,1,1,30,Alabama,134417.31,Brodney,0,4
7467,7468,15803682,651,Female,117791.06,2,1,1,37,Alabama,75837.58,Angelo,0,100
7468,7469,15627328,542,Female,0.0,2,1,1,26,California,,Millar,0,2
7469,7470,15717065,686,Female,105419.73,1,1,0,35,Texas,35356.46,Balashov,0,8
7470,7471,15602456,850,Female,99219.47,2,1,1,,Alabama,122141.13,Afanasyev,0,4
7471,7472,15721569,658,Female,119327.93,1,0,1,,Alabama,119439.66,Chialuka,0,8
7472,7473,15573798,448,Female,83947.12,2,1,0,36,Texas,81999.53,Yermolayev,0,6
7473,7474,15638272,609,Male,99883.16,1,1,1,32,California,120594.85,Tien,0,4
7474,7475,15799859,704,Male,165438.26,1,1,0,50,Texas,120770.75,Lucchesi,1,4
7475,7476,15599152,698,Male,156111.24,1,0,0,31,Texas,134790.74,Lai,0,1
7476,7477,15737909,759,Male,111095.58,2,1,0,44,Texas,,Bates,0,2
7477,7478,15646190,677,Female,119963.45,1,0,0,56,Texas,158325.87,Saunders,1,0
7478,7479,15711249,544,Male,0.0,2,1,0,22,California,70007.67,Chukwuemeka,0,4
7479,7480,15671987,567,Male,153137.74,1,1,0,35,California,88659.07,Meagher,0,8
7480,7481,15812766,490,Male,156111.08,1,0,0,40,California,190889.13,Golubeva,0,6
7481,7482,15778589,626,Male,113014.7,2,1,1,34,Texas,56646.28,Collier,0,7
7482,7483,15750104,718,Male,132615.73,2,1,0,43,Alabama,32999.1,Chan,0,5
7483,7484,15784526,616,Male,102016.38,1,0,1,44,Texas,178235.37,Chen,1,5
7484,7485,15646563,772,Female,0.0,1,0,1,35,Texas,25448.31,Wright,0,9
7485,7486,15744423,561,Male,0.0,2,1,0,32,Texas,84871.99,Cocci,0,5
7486,7487,15593694,814,Male,0.0,2,0,0,49,Texas,157822.54,Williams,0,8
7487,7488,15785367,651,Female,0.0,1,0,0,56,Texas,84383.22,McGuffog,1,4
7488,7489,15687765,538,Female,80380.24,1,1,0,42,Alabama,119216.46,Chukwujamuike,0,4
7489,7490,15789014,600,Female,108909.12,1,1,0,26,Texas,82547.01,Scott,0,6
7490,7491,15703177,654,Female,90865.8,1,1,1,35,Texas,86764.46,Bell,0,2
7491,7492,15660263,622,Male,99799.76,2,1,0,40,Texas,197372.13,Olisaemeka,0,4
7492,7493,15776545,682,Male,200724.96,1,0,1,28,Texas,82872.64,Napolitani,1,10
7493,7494,15683276,610,Female,140363.95,2,1,1,37,California,129563.86,Sargood,0,100
7494,7495,15599272,795,Female,151844.64,1,1,1,36,Texas,135388.89,Harrington,0,1
7495,7496,15589541,557,Female,0.0,2,0,1,27,Texas,4497.55,Sutherland,0,2
7496,7497,15608804,824,Male,133231.48,1,1,1,49,Alabama,67885.37,Allan,0,8
7497,7498,15645820,698,Male,0.0,2,1,0,27,Texas,111471.55,Folliero,0,7
7498,7499,15659031,630,Female,126598.99,2,1,1,36,Texas,134407.93,Mordvinova,0,8
7499,7500,15790113,609,Female,113317.1,1,1,0,71,Alabama,108258.22,Schofield,1,6
7500,7501,15652289,694,Male,0.0,2,1,0,,Texas,197528.62,Williams,0,4
7501,7502,15605341,681,Female,93173.88,1,1,1,58,Texas,,Baird,0,8
7502,7503,15697844,721,Female,0.0,1,1,0,32,California,136119.96,Whitehouse,1,100
7503,7504,15652048,563,Male,105007.31,2,1,1,44,Alabama,197812.16,Thompson,0,7
7504,7505,15587038,654,Female,0.0,1,1,1,32,California,51972.92,Ogochukwu,0,2
7505,7506,15660528,659,Male,0.0,2,1,0,27,California,99341.87,Niu,0,4
7506,7507,15700300,674,Female,131593.85,1,0,1,44,Alabama,171345.02,Okoli,1,4
7507,7508,15642001,576,Male,119530.52,1,1,0,44,Alabama,119056.68,Lorenzen,1,9
7508,7509,15580366,566,Male,118614.6,2,1,1,54,Alabama,,Okechukwu,0,4
7509,7510,15657228,545,Male,95829.13,2,0,1,37,Alabama,104936.88,Anderson,0,9
7510,7511,15729377,798,Male,0.0,2,1,1,36,Texas,159044.1,Ku,0,1
7511,7512,15686913,757,Male,0.0,1,1,0,38,Texas,83263.06,Kung,0,0
7512,7513,15631267,641,Male,153590.73,2,1,1,50,Texas,130910.78,Lu,0,6
7513,7514,15632275,718,Male,0.0,1,1,0,29,Texas,126336.72,Trevisano,0,2
7514,7515,15715907,699,Male,113109.52,1,1,0,64,Texas,27980.8,Onwubiko,1,9
7515,7516,15764841,623,Female,130557.24,1,1,1,35,Texas,47880.71,Vidler,0,0
7516,7517,15748649,644,Male,93183.19,1,1,0,40,Texas,73882.49,Shen,0,8
7517,7518,15771409,586,Male,151933.63,1,1,0,58,Texas,162960.05,McGregor,1,7
7518,7519,15779207,500,Male,125495.64,2,1,1,30,Alabama,68807.47,Nnamdi,0,2
7519,7520,15814116,583,Female,0.0,2,1,0,42,Texas,,Castiglione,0,7
7520,7521,15665087,595,Female,118547.72,1,1,1,26,Alabama,151192.18,Bergamaschi,0,8
7521,7522,15611189,670,Male,97792.21,1,0,0,43,California,,Allingham,0,1
7522,7523,15729718,610,Male,0.0,3,0,0,41,Texas,56118.81,Stelzer,1,6
7523,7524,15733602,814,Female,0.0,2,0,1,72,California,130853.03,Rubin,0,2
7524,7525,15620103,660,Female,167181.01,1,1,1,40,Texas,185156.94,Ho,0,8
7525,7526,15770406,580,Male,121355.19,1,0,1,35,Alabama,35671.45,Watson,0,9
7526,7527,15800554,850,Female,0.0,2,1,1,81,Texas,59568.24,Perry,0,1
7527,7528,15611409,676,Male,0.0,2,0,0,35,California,139911.58,Sun,0,0
7528,7529,15646535,578,Male,113226.47,1,1,0,46,Texas,56770.76,Harrell,0,5
7529,7530,15575430,579,Female,118392.75,1,1,1,33,Texas,157564.75,Robson,0,1
7530,7531,15711299,711,Female,145262.54,1,0,1,52,Alabama,131473.31,Wilson,0,8
7531,7532,15642063,692,Male,163505.16,1,0,0,40,Texas,90424.09,Kelechi,0,6
7532,7533,15706602,760,Female,118114.28,2,0,1,33,California,156660.21,Bates,0,1
7533,7534,15592773,630,Female,108449.23,3,0,0,51,Alabama,88372.69,Eberegbulam,1,0
7534,7535,15786539,808,Male,0.0,2,1,1,32,Texas,46200.71,Olisaemeka,0,1
7535,7536,15737542,611,Female,103294.56,1,1,0,36,Alabama,160548.12,Davey,0,100
7536,7537,15590234,697,Female,0.0,1,1,0,42,Texas,1262.83,De Luca,1,1
7537,7538,15773776,655,Female,0.0,1,1,1,38,Texas,188639.28,Ho,0,6
7538,7539,15728082,601,Male,0.0,2,1,0,28,California,14665.28,Vasiliev,0,6
7539,7540,15609987,755,Male,119919.12,1,1,0,42,Texas,156868.21,Smith,0,2
7540,7541,15735330,553,Male,0.0,1,1,0,37,Texas,30461.55,Sung,0,1
7541,7542,15649430,723,Male,0.0,2,1,1,28,Texas,123885.88,White,0,4
7542,7543,15768777,507,Female,0.0,2,1,1,34,California,60688.38,Wang,0,4
7543,7544,15777893,777,Male,0.0,2,1,0,43,Texas,,,0,1
7544,7545,15791326,566,Male,0.0,1,0,0,34,Texas,188135.69,Nnamdi,0,3
7545,7546,15615176,732,Male,0.0,2,1,0,26,Texas,154364.66,Welsh,0,7
7546,7547,15735221,697,Female,0.0,2,1,0,42,Texas,61312.15,Sousa,0,100
7547,7548,15617991,555,Male,128744.04,1,1,1,29,Texas,47454.93,Andrews,0,4
7548,7549,15658504,584,Female,137727.34,2,0,1,62,Alabama,121102.9,Chiawuotu,0,9
7549,7550,15785705,705,Female,106731.58,1,1,0,44,Alabama,137419.87,Thomson,1,100
7550,7551,15801817,688,Female,123544.21,1,1,1,38,Texas,157664.02,Carpenter,0,7
7551,7552,15752578,626,Female,133968.96,2,1,0,37,Texas,148689.65,Yefimova,0,2
7552,7553,15781574,636,Male,126534.6,1,1,1,76,California,39789.62,Ma,0,9
7553,7554,15792107,719,Female,0.0,1,1,1,35,California,165162.4,Black,0,8
7554,7555,15569917,706,Male,87609.68,2,0,0,30,California,137674.55,Obijiaku,0,6
7555,7556,15721504,731,Male,0.0,2,1,0,41,California,101371.72,King,0,3
7556,7557,15757306,738,Male,0.0,3,1,1,49,California,65066.48,Miller,0,3
7557,7558,15647295,426,Male,0.0,2,1,0,,Texas,107876.91,Chin,0,9
7558,7559,15642098,622,Female,108960.0,2,1,0,36,California,111180.3,Cox,0,0
7559,7560,15696120,701,Female,0.0,2,1,0,30,California,115650.63,Wallace,0,2
7560,7561,15675176,512,Male,144953.31,1,1,1,,Texas,165035.17,Price,0,6
7561,7562,15700046,635,Male,103544.88,2,1,0,41,Texas,193746.55,Yuan,0,4
7562,7563,15782089,685,Male,0.0,1,1,0,33,Texas,58458.26,Mullen,0,6
7563,7564,15706394,609,Male,0.0,2,0,1,53,Texas,52332.85,Howell,0,7
7564,7565,15759387,598,Male,101487.18,1,1,1,38,Alabama,75959.1,McIntosh,1,1
7565,7566,15623369,708,Male,105355.81,1,1,0,52,Texas,123.07,Clifton,1,10
7566,7567,15732943,574,Male,77967.5,1,1,0,36,California,167066.95,Okwuoma,0,4
7567,7568,15750545,629,Male,0.0,4,0,0,44,Texas,117572.59,Chidiebere,1,5
7568,7569,15809909,422,Female,0.0,2,1,1,,California,7166.71,Fan,0,4
7569,7570,15642448,656,Male,120047.77,1,1,1,28,California,137173.39,Onyemauchechukwu,0,8
7570,7571,15791944,697,Male,175464.85,3,1,0,32,Texas,116442.42,Harker,1,7
7571,7572,15768342,718,Male,79475.3,3,1,1,52,Texas,32421.32,Bolton,1,8
7572,7573,15567919,586,Male,167735.69,2,0,1,37,Alabama,104665.79,Lazarev,0,8
7573,7574,15674750,481,Female,0.0,2,1,0,37,California,44215.86,Alexeyeva,0,8
7574,7575,15778345,749,Female,74385.98,1,1,0,33,Texas,20164.47,Stevens,0,1
7575,7576,15687634,561,Male,94754.0,1,1,1,49,Alabama,26691.31,Glover,0,5
7576,7577,15666096,676,Male,0.0,1,0,1,27,California,107955.67,Ibekwe,0,4
7577,7578,15581700,615,Male,86920.86,1,1,1,43,Alabama,150048.37,Paterson,0,3
7578,7579,15656417,582,Female,132077.48,2,1,0,39,Texas,192255.15,Marsh,0,1
7579,7580,15649101,601,Male,127847.86,1,0,0,40,Texas,173245.68,Reeves,0,10
7580,7581,15781975,708,Male,0.0,1,0,1,34,Texas,121457.88,Rees,1,3
7581,7582,15700511,708,Male,176702.36,2,1,1,42,Alabama,,,0,9
7582,7583,15770255,797,Female,83555.58,1,0,0,,Alabama,69767.14,Onwughara,0,100
7583,7584,15643574,682,Male,0.0,2,1,0,26,Texas,178373.43,Odinakachukwu,0,8
7584,7585,15595010,694,Female,0.0,2,0,0,39,California,99924.04,Huang,0,9
7585,7586,15580579,490,Female,0.0,1,1,1,40,Texas,49594.19,Trevisani,1,1
7586,7587,15748532,828,Male,0.0,1,1,1,42,California,,,0,10
7587,7588,15773789,594,Female,96858.35,1,1,0,,California,77511.45,Pavlova,0,7
7588,7589,15600027,579,Male,0.0,2,1,1,33,California,54816.57,Meng,0,1
7589,7590,15620832,723,Female,0.0,2,0,1,35,Texas,61290.99,Dean,0,0
7590,7591,15568819,619,Female,132796.04,3,1,1,42,Alabama,191821.35,Chiganu,1,8
7591,7592,15748691,794,Female,154970.54,1,0,1,30,California,,Lung,0,1
7592,7593,15583552,674,Male,88902.21,1,1,0,44,Alabama,73731.32,Donaldson,0,3
7593,7594,15588019,418,Male,98738.92,1,1,0,28,Texas,122190.22,Li Fonti,0,7
7594,7595,15713250,502,Male,0.0,2,1,1,33,Texas,123509.01,Izmailova,0,8
7595,7596,15569595,678,Female,0.0,1,1,0,50,Texas,,,0,6
7596,7597,15794868,599,Male,137456.28,2,1,1,40,Alabama,14113.11,Nnonso,0,10
7597,7598,15576680,736,Male,0.0,2,0,0,29,Texas,51705.01,Stevenson,0,4
7598,7599,15613699,430,Female,73937.02,1,1,0,60,Texas,161937.62,Schnaars,1,7
7599,7600,15609758,537,Female,158621.04,1,1,0,45,Texas,120892.96,Geoghegan,1,7
7600,7601,15762392,683,Male,113257.2,1,1,1,30,California,65035.02,Ilyina,0,1
7601,7602,15693382,828,Male,0.0,1,0,1,31,Texas,164257.37,Muir,0,9
7602,7603,15791769,691,Female,116536.43,1,1,0,29,Texas,51987.99,Gardener,0,9
7603,7604,15712483,608,Female,0.0,2,1,0,28,California,10899.63,Chidi,0,4
7604,7605,15636454,691,Female,101070.69,1,1,0,60,Texas,177355.8,Fu,1,6
7605,7606,15710138,718,Male,0.0,2,0,1,39,California,63889.1,Sun,0,6
7606,7607,15571571,680,Female,127331.46,3,1,1,31,Alabama,176433.6,Ting,0,3
7607,7608,15638751,838,Female,0.0,2,1,0,41,California,81313.51,Ashton,0,5
7608,7609,15598574,695,Female,0.0,2,0,1,31,California,13998.88,Uwakwe,0,5
7609,7610,15796787,681,Male,105969.42,1,1,0,46,Texas,5771.56,Vassiliev,0,0
7610,7611,15615670,762,Male,119547.46,1,1,1,36,Texas,42693.65,Kazakova,0,5
7611,7612,15705506,751,Male,0.0,2,0,0,38,California,90839.61,Perry,0,7
7612,7613,15599535,678,Male,138668.18,1,1,1,28,California,54144.01,Howell,0,5
7613,7614,15768449,634,Female,51582.5,2,1,1,37,Texas,184312.88,Ricci,0,7
7614,7615,15725002,749,Male,0.0,2,1,0,37,Texas,20306.79,Smith,0,7
7615,7616,15611682,590,Male,169902.92,1,1,1,37,California,128256.18,Rossi,0,6
7616,7617,15749964,610,Female,87262.4,2,1,0,27,Texas,182720.07,Jones,0,4
7617,7618,15678779,502,Male,0.0,2,0,1,33,Texas,4082.52,Quezada,0,7
7618,7619,15752601,578,Female,0.0,2,0,0,40,Texas,102233.73,McCulloch,0,7
7619,7620,15758477,547,Female,0.0,2,1,0,32,Texas,132002.83,Tobeolisa,0,2
7620,7621,15629133,579,Female,0.0,2,1,0,27,Texas,126838.7,Black,0,9
7621,7622,15604963,661,Male,0.0,2,0,0,39,Texas,181461.46,Fraser,0,5
7622,7623,15796413,794,Male,0.0,2,1,0,46,Texas,195325.74,Green,0,6
7623,7624,15812470,719,Male,0.0,2,0,1,61,Texas,29132.43,Allan,0,5
7624,7625,15587443,728,Female,0.0,2,1,1,69,Texas,131804.86,Akudinobi,0,1
7625,7626,15689692,598,Male,150348.37,1,1,1,19,Alabama,173784.04,Walker,0,3
7626,7627,15779586,822,Female,115074.02,2,1,0,,Alabama,26249.86,Olisaemeka,0,3
7627,7628,15667588,670,Female,0.0,1,1,1,40,California,182650.15,Arcuri,0,3
7628,7629,15624423,850,Male,99986.98,1,1,0,28,Texas,196582.55,Liu,0,8
7629,7630,15591107,723,Female,110357.0,1,0,0,,Alabama,141977.54,Flemming,1,3
7630,7631,15748986,705,Male,166685.92,2,1,1,42,Alabama,55313.51,Bischof,0,8
7631,7632,15793896,677,Male,95312.8,1,1,1,40,California,62944.75,John,0,7
7632,7633,15620570,736,Male,202443.47,1,1,0,43,Texas,72375.03,Sinnett,0,4
7633,7634,15727811,661,Female,109493.62,1,0,0,47,Alabama,188324.01,Ts'ui,1,0
7634,7635,15707681,501,Male,88977.39,2,0,1,38,Alabama,,Pokrovsky,0,9
7635,7636,15702030,516,Female,104982.57,1,1,0,29,Texas,157378.5,Azarov,0,2
7636,7637,15673238,517,Female,154110.99,2,1,0,59,Alabama,101240.08,McCarthy,1,8
7637,7638,15604196,766,Male,185714.28,1,1,1,32,Texas,102502.5,Simpson,0,6
7638,7639,15769356,520,Female,116022.53,2,1,1,23,Alabama,37577.66,Stevenson,0,3
7639,7640,15665590,541,Male,0.0,2,1,1,46,Texas,83456.67,Moore,0,6
7640,7641,15572361,790,Female,164011.48,1,1,0,34,Alabama,199420.41,Chill,0,2
7641,7642,15667460,797,Male,0.0,2,1,1,31,Texas,,Moore,0,9
7642,7643,15654760,811,Male,101514.89,1,1,1,40,Texas,121765.0,Su,0,1
7643,7644,15632669,722,Female,0.0,2,1,1,32,California,113666.48,Rees,0,4
7644,7645,15613673,675,Male,0.0,1,1,0,28,Texas,134110.93,Lung,0,9
7645,7646,15698522,660,Male,134599.33,2,1,0,39,Alabama,183095.87,Thomas,0,9
7646,7647,15741633,566,Male,147511.26,1,1,1,32,California,159891.03,Fuller,0,10
7647,7648,15674583,768,Male,78396.08,1,1,1,25,Texas,8316.19,Trevisani,0,0
7648,7649,15665374,610,Female,0.0,2,0,0,31,California,63736.36,Dumolo,0,5
7649,7650,15588854,715,Female,110581.29,1,1,1,31,Texas,94715.24,Wu,0,3
7650,7651,15810716,750,Male,151836.36,2,1,0,42,Alabama,68695.38,Kerr,0,8
7651,7652,15776921,431,Male,83624.55,2,0,0,45,Alabama,36899.62,Geoghegan,0,5
7652,7653,15569394,704,Male,148197.15,2,1,0,24,Texas,182775.08,Bailey,0,2
7653,7654,15788215,535,Female,122924.75,1,0,0,30,California,62390.59,Hsia,0,5
7654,7655,15641007,614,Female,72594.0,1,1,1,38,Texas,76042.48,Holden,0,4
7655,7656,15594651,748,Male,115221.36,1,0,1,38,Texas,,Milani,0,4
7656,7657,15575146,492,Male,117808.74,2,1,1,51,Alabama,67311.12,Jamieson,0,8
7657,7658,15608916,573,Male,147754.68,1,1,1,40,Texas,110454.46,Ndubueze,0,7
7658,7659,15666297,706,Female,0.0,3,0,0,53,California,88479.02,Abramova,0,3
7659,7660,15598586,680,Male,113292.17,1,1,1,,Texas,122639.73,Wetherspoon,0,10
7660,7661,15665014,458,Male,0.0,2,1,0,36,California,79723.78,Middleton,0,5
7661,7662,15701738,612,Male,115163.38,1,1,1,44,Alabama,97677.52,Arcuri,1,2
7662,7663,15650591,809,Male,118098.62,1,1,1,50,Alabama,100720.02,Calabrese,1,10
7663,7664,15652667,590,Male,0.0,2,1,1,39,Texas,,,0,9
7664,7665,15679622,602,Male,0.0,1,1,1,35,Texas,22499.29,Clayton,0,8
7665,7666,15730150,540,Male,120825.7,1,1,0,37,California,,Otutodilichukwu,0,0
7666,7667,15813192,494,Male,0.0,2,0,1,25,Texas,,Chukwuemeka,0,6
7667,7668,15606554,797,Male,0.0,1,0,1,,Texas,149991.32,Douglas,0,1
7668,7669,15611794,526,Male,133845.28,2,1,1,61,Alabama,45180.8,Galloway,0,6
7669,7670,15672357,631,Male,0.0,2,1,0,38,California,181605.85,Sochima,0,7
7670,7671,15711759,576,Female,108541.04,1,1,1,29,Texas,126469.09,Wilkins,0,5
7671,7672,15615296,405,Male,0.0,1,1,0,39,Texas,160810.85,Rice,1,10
7672,7673,15699294,555,Male,0.0,2,0,0,30,Texas,88146.86,Pope,0,1
7673,7674,15788634,750,Female,113817.06,1,0,0,37,California,,,0,2
7674,7675,15660871,665,Male,137300.23,1,1,0,28,Texas,90174.83,Ch'ang,0,8
7675,7676,15618258,640,Male,158024.38,1,1,0,37,California,81298.09,Chizuoke,0,5
7676,7677,15722535,457,Female,127837.54,1,0,1,33,Texas,60013.17,Ireland,0,7
7677,7678,15711977,695,Male,161533.0,1,1,0,36,Texas,100940.91,Finch,0,4
7678,7679,15690169,645,Male,161171.7,2,1,0,31,Texas,12599.94,Meng,1,7
7679,7680,15790689,647,Male,80958.36,1,1,1,32,California,128590.73,Hibbins,0,9
7680,7681,15665181,808,Male,0.0,2,0,1,25,California,23180.37,Chung,0,7
7681,7682,15633608,641,Male,146193.6,2,1,1,33,Texas,55796.83,Black,1,2
7682,7683,15805261,700,Male,0.0,2,0,1,29,California,152097.02,Balashov,0,8
7683,7684,15740356,660,Male,115021.76,1,0,1,26,Alabama,162443.05,Palmer,0,4
7684,7685,15808223,615,Male,126773.43,1,1,1,41,California,55551.26,Lea,0,1
7685,7686,15769980,705,Female,92889.91,1,1,1,40,Alabama,109496.69,Singleton,0,3
7686,7687,15675450,718,Male,0.0,2,1,1,,Texas,72105.63,Burt,0,9
7687,7688,15776494,754,Male,146622.35,1,1,1,61,Texas,41815.22,Siciliano,1,5
7688,7689,15592412,713,Male,131038.14,1,1,0,45,Alabama,74005.04,Sun,1,4
7689,7690,15777452,587,Female,88820.29,1,0,0,46,Texas,70224.34,Sauve,0,6
7690,7691,15692258,569,Male,115406.97,1,0,0,31,California,,Thompson,0,1
7691,7692,15791045,568,Female,132951.92,1,0,1,38,Texas,124486.28,Boni,0,3
7692,7693,15807889,634,Male,108891.7,1,1,0,74,Alabama,,Wood,0,5
7693,7694,15602043,770,Female,141788.63,2,0,0,46,Alabama,164967.21,Buccho,0,5
7694,7695,15807335,676,Female,116954.32,1,1,1,64,California,91149.48,Spencer,0,4
7695,7696,15629985,723,Female,90450.0,2,0,0,47,Alabama,103379.31,Eidson,1,100
7696,7697,15679453,614,Female,125997.22,1,1,1,39,Alabama,128049.34,Hung,1,8
7697,7698,15637315,601,Female,0.0,2,1,0,41,California,54342.83,Melvin,0,3
7698,7699,15691513,592,Male,0.0,4,1,1,60,Texas,13614.01,Dawkins,1,9
7699,7700,15622289,605,Female,0.0,2,0,1,36,California,35521.63,Rizzo,0,9
7700,7701,15715184,752,Female,144637.86,2,1,0,31,California,40496.72,Capon,0,4
7701,7702,15702801,677,Female,86616.35,1,0,0,29,Texas,91903.9,Ts'ao,1,3
7702,7703,15719931,850,Male,0.0,2,1,0,,Texas,178667.7,Johnstone,0,8
7703,7704,15806081,608,Female,127924.25,2,1,0,48,Alabama,32202.61,Fleming,0,2
7704,7705,15796336,786,Female,0.0,2,1,0,34,California,117034.32,Chang,0,9
7705,7706,15647306,777,Female,131240.61,1,1,1,29,Texas,163746.09,Gibbs,1,9
7706,7707,15742369,667,Male,0.0,2,1,1,31,California,20346.69,Rita,0,5
7707,7708,15655859,848,Male,120046.74,2,1,0,35,California,84710.65,Munro,0,5
7708,7709,15675650,486,Female,97819.36,1,0,1,39,Texas,,Duncan,0,8
7709,7710,15574119,598,Female,62979.93,1,1,1,64,California,,,0,1
7710,7711,15754168,506,Female,0.0,1,1,1,40,Texas,144345.58,McIntosh,0,3
7711,7712,15763029,612,Male,161450.03,1,1,1,46,Alabama,96961.0,Ch'iu,1,9
7712,7713,15765048,545,Male,0.0,2,1,0,30,Texas,170307.43,Watt,0,3
7713,7714,15786215,793,Male,119496.25,2,1,0,56,Texas,29880.99,Udinese,0,8
7714,7715,15707559,682,Female,0.0,2,1,1,30,Texas,195104.91,Clark,0,9
7715,7716,15582129,517,Male,43772.66,3,1,0,62,Texas,,,1,1
7716,7717,15687540,684,Male,100249.41,2,0,1,32,Texas,67599.69,Obiuto,0,9
7717,7718,15787196,692,Male,0.0,2,1,1,46,California,,T'ien,0,2
7718,7719,15670898,740,Female,108028.08,2,0,0,60,Texas,25980.42,McKenzie,1,5
7719,7720,15775433,666,Male,53013.29,2,1,1,71,Alabama,112222.64,Tang,0,1
7720,7721,15700693,693,Male,0.0,2,1,1,68,Texas,59864.96,Tu,0,2
7721,7722,15677955,757,Male,122088.67,1,1,0,33,Alabama,42581.09,Tsui,0,1
7722,7723,15570086,684,Male,90544.0,1,0,1,18,Alabama,,Lynch,0,9
7723,7724,15794875,691,Male,0.0,2,0,1,35,California,178038.17,Hung,0,6
7724,7725,15673591,842,Male,141252.18,4,0,1,44,Texas,128521.16,Oluchukwu,1,3
7725,7726,15631756,482,Female,147813.05,2,0,0,35,Texas,109029.72,Tuan,0,5
7726,7727,15757617,735,Male,134140.68,1,1,0,55,Texas,2267.88,Lewis,0,6
7727,7728,15612729,681,Female,0.0,2,1,1,63,Texas,55054.48,Chidiebere,0,7
7728,7729,15637857,616,Female,0.0,1,0,1,31,Texas,76456.17,Woolacott,0,8
7729,7730,15681007,850,Female,128548.49,4,1,0,35,Texas,75478.95,Yen,1,2
7730,7731,15593622,635,Male,122198.21,2,0,1,43,Texas,179144.54,Service,0,10
7731,7732,15629273,638,Male,145177.84,1,1,0,42,Alabama,193471.74,Lin,1,8
7732,7733,15765846,820,Female,94222.53,1,1,0,31,California,,,0,2
7733,7734,15596013,694,Female,143212.22,1,0,0,58,Alabama,102628.56,Akhtar,1,1
7734,7735,15722473,713,Male,0.0,2,1,0,41,Texas,55772.04,Faulkner,0,3
7735,7736,15774936,543,Male,143350.41,1,1,1,41,Alabama,192070.16,Liang,1,6
7736,7737,15685640,649,Female,130931.83,1,1,1,41,Texas,144808.37,Dancy,0,3
7737,7738,15566563,777,Female,137851.31,1,1,0,30,Texas,5008.23,Duigan,1,4
7738,7739,15768746,561,Male,0.0,2,0,0,33,Texas,,McLean,0,6
7739,7740,15689952,724,Male,0.0,1,0,1,41,California,115753.94,Zuyeva,0,5
7740,7741,15725906,665,Female,0.0,1,1,1,51,California,38928.48,Hankinson,0,8
7741,7742,15634501,441,Male,140614.15,1,0,1,60,Texas,174381.23,Wei,0,1
7742,7743,15571940,579,Male,118680.57,1,1,1,22,California,49829.8,Afamefula,0,3
7743,7744,15741643,777,Male,122917.69,1,1,1,35,Alabama,76169.68,Chiang,0,7
7744,7745,15806822,739,Female,0.0,2,0,0,36,Texas,133465.57,Myers,0,0
7745,7746,15701166,660,Male,131754.11,2,1,1,40,Texas,38761.61,Chinedum,0,5
7746,7747,15718531,554,Female,0.0,2,1,1,35,Texas,176779.46,Ukaegbunam,0,8
7747,7748,15628308,850,Female,0.0,2,1,1,24,Texas,13159.9,Akubundu,0,6
7748,7749,15585287,842,Female,119948.09,1,1,0,,Alabama,48217.97,Sal,1,9
7749,7750,15781619,785,Female,0.0,1,1,0,38,Texas,134964.85,Stevenson,1,1
